PS C:\Users\C24692E\Downloads\fcu> & "C:/Program Files/Python312/python.exe" c:/Users/C24692E/Downloads/fcu/new.py
2026-01-26 16:33:09 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:09 - TestDataGenerator - INFO - COMPLETE WATERFALL TEST DATA GENERATION
2026-01-26 16:33:09 - TestDataGenerator - INFO - ============================================================
2026-01-26 16:33:09 - TestDataGenerator - INFO - Output Directory: output\20260126_163309_Partners_Federal_Credit_Union
2026-01-26 16:33:09 - TestDataGenerator - INFO - Project: Partners Federal Credit Union
2026-01-26 16:33:09 - TestDataGenerator - INFO - Version: 1.0
2026-01-26 16:33:09 - TestDataGenerator - INFO - Loading policy rules from ./input/PolicyArtifacts.xlsx, sheet: Policy Rules
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 1 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 2 with 1 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 3 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 4 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 5 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 6 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 7 with 3 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 8 with 2 rule(s)
2026-01-26 16:33:09 - TestDataGenerator - INFO - [OK] Loaded policy: SecExcl App 1 Rule 9 with 2 rule(s)
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[41/75] Processing: Sec App 1 Policy Rule 35
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:12 - TestDataGenerator - INFO -
[42/75] Processing: Sec App 1 Policy Rule 37
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:12 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[43/75] Processing: Sec App 1 Policy Rule 41
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[44/75] Processing: Sec App 1 Policy Rule 45
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[45/75] Processing: Sec App 1 Policy Rule 46
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[46/75] Processing: Sec App 1 Policy Rule 48
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[47/75] Processing: Sec App 1 Policy Rule 52
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[48/75] Processing: Sec App 1 Policy Rule 59
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:13 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:13 - TestDataGenerator - INFO -
[49/75] Processing: Sec App 1 Policy Rule 60
2026-01-26 16:33:13 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:14 - TestDataGenerator - INFO -
[50/75] Processing: Sec App 1 Policy Rule 63
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:14 - TestDataGenerator - INFO -
[51/75] Processing: Sec App 1 Policy Rule 66
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:14 - TestDataGenerator - INFO -
[52/75] Processing: Sec App 1 Policy Rule 10
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:14 - TestDataGenerator - INFO -
[53/75] Processing: Sec App 1 Policy Rule 15
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:14 - TestDataGenerator - INFO -
[54/75] Processing: Sec App 1 Policy Rule 22
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:14 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:15 - TestDataGenerator - INFO -
[55/75] Processing: Sec App 1 Policy Rule 25
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:15 - TestDataGenerator - INFO -
[56/75] Processing: Sec App 1 Policy Rule 36
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:15 - TestDataGenerator - INFO -
[57/75] Processing: Sec App 1 Policy Rule 38
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:15 - TestDataGenerator - INFO -
[58/75] Processing: Sec App 1 Policy Rule 39
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:15 - TestDataGenerator - INFO -
[59/75] Processing: Sec App 1 Policy Rule 40
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:15 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:16 - TestDataGenerator - INFO -
[60/75] Processing: Sec App 1 Policy Rule 42
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:16 - TestDataGenerator - INFO -
[61/75] Processing: Sec App 1 Policy Rule 43
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:16 - TestDataGenerator - INFO -
[62/75] Processing: Sec App 1 Policy Rule 44
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:16 - TestDataGenerator - INFO -
[63/75] Processing: Sec App 1 Policy Rule 47
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:16 - TestDataGenerator - INFO -
[64/75] Processing: Sec App 1 Policy Rule 49
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:16 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:17 - TestDataGenerator - INFO -
[65/75] Processing: Sec App 1 Policy Rule 50
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:17 - TestDataGenerator - INFO -
[66/75] Processing: Sec App 1 Policy Rule 51
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:17 - TestDataGenerator - INFO -
[67/75] Processing: Sec App 1 Policy Rule 53
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:17 - TestDataGenerator - INFO -
[68/75] Processing: Sec App 1 Policy Rule 54
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:17 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:18 - TestDataGenerator - INFO -
[69/75] Processing: Sec App 1 Policy Rule 56
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:18 - TestDataGenerator - INFO -
[70/75] Processing: Sec App 1 Policy Rule 57
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:18 - TestDataGenerator - INFO -
[71/75] Processing: Sec App 1 Policy Rule 58
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:18 - TestDataGenerator - INFO -
[72/75] Processing: Sec App 1 Policy Rule 61
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:18 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - INFO -   [✓✓✓] SAT - Solution found with complete waterfall values
2026-01-26 16:33:19 - TestDataGenerator - INFO -
[73/75] Processing: Sec App 1 Policy Rule 62
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 1' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 3' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 4' is TRUE with current values - adjusting...
2026-01-26 16:33:19 - TestDataGenerator - WARNING -     [FIX] Previous policy 'SecExcl App 1 Rule 8' is TRUE with current values - adjusting...
